user_id,movie_id,rating,timestamp
845,769,5,883948606
494,1038,5,888635180
498,885,4,885598215
547,357,2,891043547
787,55,3,880868235
274,678,3,880315080
773,757,1,888559036
404,1518,2,885546577
323,331,3,880574766
352,285,5,891402757
895,81,3,887159068
353,51,5,891217547
809,677,4,879895453
478,608,5,879461951
284,99,4,890595636
18,691,3,885412840
460,257,4,885355735
503,97,5,887832433
720,379,5,877138661
898,201,4,884122419
296,116,4,874954497
496,430,4,879310825
692,210,2,875484789
879,86,4,880241913
387,183,4,886441083
885,48,4,876032187
527,68,3,886101761
523,747,2,884321592
149,49,5,878746719
470,968,2,889828154
197,497,3,884207492
665,426,4,880139382
101,233,3,888802940
762,211,4,878920656
938,1053,4,880261868
69,47,4,884064574
449,1052,3,882396352
379,227,3,885479235
576,446,3,880475226
372,698,4,877105781
654,116,2,887426030
483,925,4,881450136
544,418,3,884134177
692,190,2,875482136
192,1406,3,889126146
519,1027,1,885170476
397,161,5,875811851
17,235,3,880131077
289,97,4,880474235
505,675,1,874945513
177,134,2,882826915
762,173,4,878919019
183,380,4,889909962
298,164,4,889501890
351,88,5,884289693
874,293,2,876464755
325,610,3,879875572
885,57,4,876032331
478,407,5,879460091
373,147,4,880392992
891,221,4,886608094
743,1133,3,881171482
566,208,4,882426812
822,458,4,878438379
284,345,4,890595456
100,254,4,877137015
458,15,2,879562939
457,82,4,886398071
457,151,5,886397275
353,60,5,891218091
644,197,3,892053644
215,46,4,880244870
346,275,3,881652657
384,200,4,879441982
907,97,5,879722300
825,398,4,885690790
302,180,5,879468082
415,331,4,876696823
373,977,2,880936233
492,185,5,884131897
387,681,4,886439808
370,448,3,880435733
733,96,4,891022993
409,322,3,888626990
576,214,5,880474556
116,976,3,881009738
573,299,4,891279012
6,213,5,891352384
452,1169,3,877562135
351,567,5,884290328
292,500,4,888906378
279,1113,4,891702199
867,178,4,877107056
416,131,4,879647850
853,854,4,882814063
312,153,2,891014753
392,28,4,889729398
109,375,2,886989340
398,21,3,882342834
5,199,3,883602422
243,61,2,880607269
456,196,5,882396705
457,938,4,886398187
663,769,4,876526659
920,658,5,884673799
624,211,3,891968320
660,188,4,876013850
22,0,5,874784615
877,81,3,880870609
692,229,2,875483381
787,517,3,880869754
845,469,5,883949200
906,1056,3,880159151
455,55,5,881373353
233,1452,2,892335415
537,565,3,877107765
587,183,4,890025951
405,431,5,879793081
876,565,4,882678547
79,204,5,887401533
853,293,2,882811742
592,467,3,886193438
842,484,2,879447007
551,14,3,879222484
785,202,4,882843753
654,1374,3,887426008
140,125,5,884585642
7,300,4,879361550
652,653,2,880606620
143,296,4,888104150
469,470,5,879178593
416,922,3,879647065
661,5,5,880571006
853,605,4,882813691
52,1086,4,879443329
458,221,4,879562994
926,154,4,879193972
552,185,3,879948552
268,141,1,891451570
457,207,4,886395963
389,123,4,879694232
300,650,5,882075994
262,134,5,891299877
57,653,5,884304865
341,187,3,875318936
639,577,3,874778612
20,243,4,874951349
217,55,3,881288574
362,287,4,891493723
473,288,3,887914906
118,596,4,874775465
59,491,5,883326525
235,178,1,890118417
895,541,3,887160677
462,126,5,890530105
173,952,5,886514377
267,240,3,875310603
294,842,4,879517994
271,186,5,879455043
607,1112,3,880406862
41,659,3,881108484
534,264,3,879619144
832,6,3,875035953
188,165,4,893265657
74,951,5,884050393
833,346,4,890860007
883,581,5,876859351
237,814,2,883576398
773,514,2,888556398
140,283,5,884585071
913,196,4,887122028
522,933,4,883702602
398,275,3,882510107
870,344,3,888192859
904,236,3,884983951
609,94,2,888703316
861,968,5,879304410
662,318,1,889492229
909,272,3,880821492
921,275,3,891453854
909,22,4,881421332
206,596,3,876018471
24,172,4,885852969
263,720,5,886123656
471,377,4,875981759
319,50,5,884750992
262,161,5,891299630
140,0,3,884584753
270,1265,2,885848943
505,208,4,874873529
879,40,1,880175239
245,615,5,884922475
493,126,5,879541080
14,281,3,879456204
654,638,3,887473803
330,502,4,877196504
799,49,4,887646263
875,288,3,879428145
144,737,3,875272927
690,0,5,875543346
805,520,3,882387595
457,284,4,886394423
935,1128,5,886833795
134,553,3,879858003
824,826,4,881184695
180,1279,1,878961668
885,548,3,876032929
314,203,5,879821158
12,658,3,882141335
931,434,4,891249821
893,1461,3,882404642
889,257,3,882404055
91,530,4,875653121
565,135,4,881649621
795,708,3,892676155
534,654,4,879618385
906,495,4,880159666
94,585,2,881599672
255,91,1,882164603
486,86,5,883445606
449,760,4,882398939
838,275,3,875751799
560,714,3,885809606
895,879,4,887235664
243,52,3,880607489
448,1371,4,880410834
416,124,5,879646369
591,182,5,882955613
716,285,3,884641644
902,301,4,891380461
833,283,4,890862468
581,292,5,882961082
535,93,4,882363972
895,1405,3,887160676
935,903,5,886831415
714,100,3,875964131
140,256,3,884584773
212,689,3,878870275
560,214,3,885809872
795,1298,2,892676043
882,495,2,891755066
321,49,5,887314418
326,791,4,887819021
496,384,3,879310792
180,869,2,878962623
428,209,4,882387731
263,99,5,886122261
327,131,5,885046420
427,874,4,885944136
261,71,3,879962366
76,99,3,884732716
88,274,5,879441307
274,392,3,880314772
804,4,4,881695293
494,385,3,888636837
58,512,4,888205144
736,155,5,884314693
726,407,4,883708895
837,0,5,887064024
657,922,3,875148059
607,447,5,880406593
659,1410,2,891201294
209,661,2,887730221
882,664,4,891695717
456,3,4,882397829
550,271,5,892775389
606,474,4,883879811
341,41,3,875319659
353,173,4,891218068
536,712,3,886030177
397,609,4,875745631
728,361,4,893286637
746,603,5,888638913
715,945,2,879796718
194,840,2,891841129
794,94,4,881529851
99,884,2,891375359
231,460,5,888549563
522,406,4,883702800
681,653,4,888520799
772,1251,4,888538643
329,70,5,876546236
711,387,3,874957053
213,284,5,892668153
338,225,2,891034744
898,454,3,884119910
877,1091,3,880867444
449,394,3,882470642
244,257,4,888513691
279,1458,4,891701747
626,525,4,879529916
888,641,3,880181455
392,383,3,889729508
405,426,4,879445897
906,927,5,880159198
647,474,1,884364250
654,223,3,887425845
12,889,1,883670672
504,470,4,889333392
250,426,4,886271675
61,1117,3,879375537
568,125,5,879793909
224,1202,5,879540778
278,287,3,875249102
477,67,1,889396582
362,327,3,891493840
359,962,5,880355448
868,755,1,884492780
534,1473,4,879618207
757,128,4,881975962
842,143,3,879444711
463,514,5,878354965
927,1024,5,880936022
550,478,3,892776380
455,1546,4,881373948
78,274,4,891271627
69,7,4,884064986
290,974,2,874834146
377,272,4,880044221
681,762,4,888521783
839,175,3,891204755
434,183,5,884131771
37,78,3,892430309
187,53,4,875074589
847,637,5,887038073
349,653,5,882345918
881,171,5,879864970
269,440,5,876956420
673,741,5,887762714
550,355,4,892783829
894,116,3,879438082
307,577,2,887738847
838,120,3,875752237
158,219,5,880557782
293,49,5,877819353
100,596,3,877136928
109,93,4,886989473
221,448,4,878184899
490,99,5,891186806
340,291,5,890757659
841,1394,4,891218060
891,612,5,886608714
805,194,3,882388328
43,221,4,883613334
787,1302,3,880871577
58,120,4,888203313
136,95,5,881433654
19,147,5,879668713
462,812,4,877385125
931,514,4,891249373
740,398,2,891457456
693,629,3,875728912
296,147,3,875239619
331,173,5,888359866
928,49,4,878402162
654,12,3,887426237
93,1045,2,891723262
710,651,4,879993824
658,608,4,891385769
859,677,3,887754112
94,402,1,879196457
879,173,4,880167670
641,1052,3,886207279
757,1291,1,880672876
231,301,5,885939473
725,322,3,889828641
424,362,1,878739095
491,656,3,879969345
292,548,3,888907166
745,683,4,885075337
775,443,2,892920423
881,454,3,879862652
503,422,4,887840960
877,495,5,880867387
503,715,4,887909532
933,227,4,891193778
502,422,5,880472321
311,431,5,891699491
71,627,4,880035857
834,356,5,891033232
668,328,1,891182771
188,491,3,893265535
327,148,2,885048730
40,95,4,890687019
200,1072,2,884111899
20,472,3,874951245
350,878,5,879481461
262,621,4,891299949
715,95,2,879795122
581,92,5,882960844
713,283,3,892777438
347,275,3,886523456
522,791,4,883702263
843,299,3,877381268
723,1590,1,883757468
837,186,3,887067019
485,1271,3,879875154
6,542,3,891351772
127,489,5,879966785
321,22,5,887314417
312,332,4,891012877
351,81,3,884290328
657,95,4,875147873
250,182,5,886271733
298,510,4,878192311
10,422,5,891904174
914,304,2,891030070
450,305,2,879012684
198,507,4,883782899
275,568,4,874791169
369,208,5,879435461
206,238,3,876079016
882,918,4,891692713
233,68,4,892078567
875,18,5,879428354
41,432,2,881108760
880,95,3,876537718
157,176,4,880134407
285,339,4,879780905
129,267,4,875801210
29,318,4,875060217
845,142,5,883948804
392,277,4,887744473
641,101,5,885603849
20,759,1,874951293
931,502,4,891249962
243,16,2,880607205
214,167,5,891436024
640,433,4,879370259
882,872,3,891695173
931,190,4,891249620
325,198,5,879875552
412,275,4,879969674
401,117,4,876267096
536,613,3,886031473
654,725,2,887475055
658,169,3,891045943
386,773,3,886481737
82,831,3,883868300
853,420,3,882814028
22,58,4,874785526
252,704,5,891628598
866,272,3,880078991
246,257,5,893097024
391,332,4,891037531
2,327,5,889237455
459,310,5,882912418
353,1118,4,891307114
547,294,5,891044304
221,156,4,878181976
63,264,4,879365491
326,649,4,887745699
803,418,3,879444624
408,8,4,881107992
312,464,3,891030096
296,136,5,874954425
539,472,3,882157687
457,587,5,886396460
889,192,4,882402826
846,150,4,878775914
770,761,2,880659970
494,166,4,888636958
226,293,3,879035431
183,664,2,889910098
660,229,4,888300344
42,741,5,883955650
803,366,3,879445605
486,257,5,883440613
483,777,5,891195246
696,269,5,882622481
384,110,2,879440267
310,67,1,884365824
53,327,4,880928957
680,1393,5,885409742
726,249,5,883709242
333,432,5,891628158
820,179,5,874793517
748,747,3,878846384
91,545,2,875640512
895,871,3,887157322
338,72,3,891035003
860,583,5,881274815
338,64,4,891033452
299,1093,5,875650298
457,518,4,886395899
551,1151,3,879222002
328,302,4,891655350
310,178,2,884365357
587,1218,2,890028385
37,450,5,892431727
416,540,2,879649389
156,739,2,886889876
697,194,4,886366483
631,844,4,879459677
830,315,3,891354338
558,1555,3,891033759
745,120,3,885075337
327,203,3,885045993
320,88,3,879440716
591,296,5,882607844
621,483,3,882669803
704,372,3,883428237
638,214,1,891239271
531,135,5,892865321
404,807,1,885546487
101,94,4,883748488
326,496,4,887818658
592,180,4,875658800
605,950,2,880928181
144,1024,4,877343020
447,267,3,891888367
587,177,5,890015323
310,7,4,884364465
44,99,5,881010742
616,184,5,883789042
665,473,5,880139323
631,356,4,879456844
311,652,5,891698365
518,878,5,883248595
290,426,4,874868304
457,292,5,886396767
220,1249,2,875247855
286,180,3,875333964
675,894,1,892685562
473,257,4,887914688
382,473,5,891193072
754,263,2,882570077
338,221,4,891033512
200,333,4,884110927
652,727,2,880153568
398,317,5,882342589
572,684,3,885843779
116,410,3,880126232
842,626,2,879447718
311,130,5,891699702
879,379,3,880242281
626,196,5,879529730
822,422,5,878438780
387,236,5,886436813
606,136,4,883879556
692,55,4,875483268
732,1337,4,879536608
685,11,5,879545758
404,363,1,885547766
406,233,3,875042268
503,1521,3,887840942
560,496,4,885809064
473,41,4,887923923
143,164,4,888105993
384,556,2,879446786
182,221,4,892323453
578,285,4,880951444
685,602,5,879546847
920,1046,1,879380015
886,1027,5,881379059
213,10,5,892668153
398,823,2,882341445
893,873,4,879982788
617,192,4,891308432
714,1044,2,875965171
56,1046,4,883697679
846,715,3,878941370
620,262,1,883800011
304,855,5,886323839
879,193,5,880174623
404,714,1,885546445
270,428,4,885848672
404,227,1,885547910
173,167,1,886434621
327,502,3,885047696
378,316,5,880525001
829,175,3,891561673
425,482,5,879442226
526,465,2,879455765
117,510,5,875384885
756,357,3,888443570
862,905,4,889289570
542,699,2,874865923
436,1226,3,880142630
560,177,4,885807713
893,309,3,882403366
434,272,5,884131298
795,198,3,892662223
392,125,4,887743647
196,894,3,891409199
781,680,3,891498436
478,264,4,879460918
495,190,5,876072632
808,327,5,891036989
617,422,5,891309886
662,312,5,889491617
515,203,4,891290649
61,289,3,879373007
12,95,4,882140104
125,751,3,887855342
249,8,2,878089547
346,122,3,881654301
900,117,3,877127250
795,377,4,893218764
592,8,3,875659306
143,1100,4,888105312
6,180,3,891351287
538,154,4,879788480
827,25,3,891037948
398,402,3,882350502
462,318,1,889936589
242,279,1,879987148
150,63,5,879524536
86,24,4,879876811
621,580,4,882670562
616,200,1,883789465
898,156,4,884122419
765,506,3,891309878
520,474,3,884475889
473,185,4,887925977
644,487,4,892053241
921,55,1,891447628
456,283,3,882394010
642,54,4,891448218
859,1058,1,891536049
379,707,3,885478759
552,110,4,879948869
124,656,3,892836422
616,395,1,883789590
17,275,5,880130829
97,172,1,880498935
716,288,4,884641911
706,219,2,880060549
795,99,3,892611093
901,301,3,879463109
877,484,3,880866103
789,558,3,885156773
188,117,1,893264735
491,482,2,879969210
260,595,2,890456142
326,200,5,887820828
594,245,4,886921068
665,482,5,880139348
27,99,5,881957425
17,855,5,880131676
415,13,4,876697017
240,331,3,887249841
633,289,3,877017891
565,1027,2,881651339
626,156,4,879530110
267,384,3,875310206
795,116,5,892660283
292,13,3,888904985
485,299,4,879874388
61,305,4,879371909
9,384,4,877886783
481,320,3,887644023
184,286,5,883526288
120,314,4,891389282
885,788,3,876031656
187,233,4,875073048
662,281,3,889492759
544,141,3,884135088
300,137,2,882079446
15,475,3,877720437
932,678,1,874939078
662,474,4,889492435
832,356,4,875038709
715,85,5,879796072
536,500,3,886032000
362,427,5,891495742
449,525,4,882396245
19,143,2,879669401
353,532,5,891216805
560,199,4,885807743
765,526,5,891309558
657,170,4,875147448
628,55,5,880117430
215,146,4,880232787
537,11,4,877107633
534,220,3,879618700
531,1010,5,893119491
921,746,3,891448247
806,180,5,892528954
681,150,5,888523115
517,283,4,876823324
127,467,1,879968243
175,285,2,886046979
404,577,1,885548093
193,431,4,879524007
360,769,3,879441352
0,35,2,875073180
803,48,2,879447476
605,238,4,880926339
703,1295,4,891397015
275,10,5,874787497
1,99,5,888552084
185,594,3,879023390
658,658,3,891332006
756,471,3,888445086
382,339,5,891192276
542,193,3,874864870
757,134,5,881974742
347,287,5,886522495
299,256,4,875650267
689,193,4,881177349
373,251,3,880394179
641,27,5,885603636
592,139,4,875671226
803,198,5,879442239
63,650,4,889740795
560,134,4,885809336
479,1387,4,891207665
406,1040,3,876345492
889,451,2,882404723
285,378,5,877533771
17,187,3,880129388
911,426,5,875965830
428,685,2,882385519
621,229,3,882592815
436,196,5,880141962
618,32,3,885954133
717,221,4,883348712
420,78,4,892241459
428,696,3,882385858
801,199,4,875985686
294,132,4,879517432
649,204,4,891370971
475,1036,1,883365384
307,18,3,887737383
801,759,3,875986303
665,478,4,880139642
895,526,4,887159723
391,171,5,891038401
338,656,4,891032221
492,270,1,884129823
405,659,3,882461650
291,483,5,881105625
863,68,5,888889863
278,151,5,882146492
931,520,5,891249994
379,150,4,885478759
86,774,2,879876848
312,501,3,891017395
362,704,2,891495371
17,731,3,880131698
846,221,5,878775470
12,815,1,882396983
315,291,4,880853072
431,627,5,889416398
7,240,4,879362423
12,307,3,881514726
63,897,2,889737106
343,69,3,884901561
63,649,3,889740225
534,1395,4,879618058
832,3,3,875123781
192,37,3,889126055
813,440,2,885411347
416,16,4,879648183
329,762,5,876544337
478,194,4,879460939
118,225,3,887038665
231,203,4,888549515
906,1243,5,880159381
330,453,3,877196702
642,254,4,892502414
177,245,4,884837324
464,614,3,883530991
821,234,3,891039543
694,990,5,888806011
726,1216,3,883711965
748,469,5,878849259
455,185,4,881374048
932,238,3,874938412
293,353,3,889241377
325,443,4,879877413
587,82,5,890015435
756,558,4,888467400
703,13,3,891397190
434,627,5,884132990
456,583,4,882548615
290,123,5,874834481
831,677,2,888259984
550,595,5,892784049
715,199,4,879795606
658,505,3,891385379
151,79,5,882477572
197,184,3,884209264
585,927,3,884065665
534,131,5,879619035
853,146,3,882812492
319,384,4,884749327
614,258,1,879447642
861,976,4,879302877
200,1427,4,884114099
434,317,5,884131385
649,560,3,891370113
453,955,2,888266955
266,664,4,878973825
706,1210,4,886287268
237,254,3,883576644
918,254,4,875289170
653,545,4,887863885
513,242,2,885181043
638,110,2,891239613
315,706,4,880853485
762,940,3,878915958
329,96,5,876547220
551,1619,3,879222071
693,184,4,875729520
42,691,5,883955884
91,251,4,886443582
101,199,3,888803051
231,507,1,880062447
503,728,5,887832571
221,356,4,881059014
850,9,3,875730030
555,131,5,882136396
200,772,4,884112627
362,236,2,891496306
327,10,3,885047450
710,50,4,879994778
36,664,3,880916046
663,656,5,876526685
81,833,1,884714618
911,497,5,875965830
188,193,5,893265428
536,98,2,886031375
238,13,5,889179478
736,179,4,884314644
889,209,4,882403587
421,116,2,875129975
451,6,5,885816915
338,54,3,891032765
863,224,3,878179608
619,624,3,889988005
626,124,2,879530346
43,95,4,878347633
388,495,4,879991218
895,160,3,887159302
157,824,4,880133029
345,540,3,874951104
846,731,4,878940510
168,126,4,891359354
654,343,4,888204230
173,904,3,890168415
404,850,1,885549407
393,171,4,880886919
764,13,5,880346204
300,384,3,882077055
22,142,3,874786066
312,673,2,891029918
57,110,4,884304638
275,685,3,874792547
66,1046,3,875379750
451,258,2,888494119
881,472,3,879862936
434,692,3,884131118
436,188,2,881001946
302,704,5,879467105
770,693,3,880659894
926,1283,4,879181133
547,16,3,891044596
238,496,4,889180578
341,534,3,874984727
837,126,5,887063657
274,825,2,876197904
167,125,5,884287962
652,549,3,890181186
300,718,4,882079542
455,863,4,881371660
795,784,5,893047287
531,95,5,892867296
95,180,5,884403687
285,422,4,877532385
585,221,3,884057387
311,429,5,891699426
25,147,3,891377540
885,662,4,876032823
767,761,1,883835210
115,915,2,892683699
362,69,2,891496373
879,718,3,880174961
69,407,4,884152129
304,48,3,886324962
863,227,5,888888067
248,116,4,879640414
903,96,4,879735678
574,110,1,878148329
760,863,4,876190336
829,611,4,891898061
63,391,3,889737542
850,203,4,875731567
641,37,4,885843141
58,201,4,888205714
522,1046,5,883702800
651,747,3,882566948
757,37,3,881980408
641,541,5,885606609
277,244,3,891295230
934,119,3,884472942
895,298,1,887235709
698,12,4,879146941
726,197,4,883710687
25,684,3,891371676
307,486,4,887736798
715,662,5,879795467
192,299,4,889123039
4,433,5,875637033
297,283,4,884126240
902,408,4,891031794
200,799,2,884114713
140,830,2,884585470
131,285,3,891278680
654,210,3,887428334
449,1183,1,882397049
886,7,4,881380025
486,778,2,884050879
421,664,5,879744143
434,785,4,884133657
17,948,3,880131559
893,110,3,880416102
37,132,2,892429873
874,650,5,876466687
654,536,3,887489086
307,116,3,887738620
648,1243,3,891440676
333,628,4,891548460
298,243,2,877878001
594,677,1,886920819
353,221,3,891216854
916,695,5,882912385
316,330,4,891446190
405,419,4,879793112
624,854,4,891953479
560,11,5,885809356
12,152,4,882139901
294,228,4,879519010
373,404,4,880392992
470,1218,4,889828026
22,521,4,874785447
436,78,4,880143855
72,186,5,888625934
773,7,1,888556090
861,543,5,879304196
737,70,3,875350352
39,879,3,889041643
302,290,3,879484804
646,567,4,876533832
61,297,4,879372304
435,238,3,887769952
428,71,2,882387551
407,346,3,889679761
